A,B,C,D,VOLUME,AREA,AREA_FORMULA,VOL_FORMULA,ECLODIU
59.15,44.56,32.45,26.70,51.35,7526.26,7641.68,50.96,1
58.69,44.35,30.99,27.70,50.22,7396.83,7549.80,50.30,1
60.98,43.98,33.79,27.19,51.08,7531.36,7698.12,51.13,1
59.46,45.63,31.24,28.22,52.78,7705.82,7897.52,53.03,0
64.44,48.85,33.24,31.20,62.26,8879.51,9136.91,62.87,0
62.82,46.23,32.42,30.39,57.55,8313.92,8369.40,56.47,1
62.42,44.56,32.45,29.97,53.50,7852.91,7960.42,53.09,1
60.74,47.62,31.52,29.22,57.23,8248.05,8465.19,57.61,1
59.51,45.15,33.04,26.47,52.19,7641.11,7804.26,52.22,1
61.19,46.85,32.22,28.97,56.45,8162.02,8341.61,56.48,1
58.94,45.60,34.01,24.93,52.60,7672.56,7850.28,52.63,0
61.23,45.04,35.71,25.53,53.39,7825.42,7959.64,53.18,1
61.67,43.49,31.57,30.10,50.94,7521.91,7653.44,50.69,1
58.63,46.31,29.68,28.95,53.52,7780.78,7960.83,53.68,1
58.93,46.54,30.57,28.36,54.92,7968.39,8040.45,54.29,1
60.40,46.06,31.22,29.18,55.05,7999.10,8086.16,54.46,1
59.09,46.98,30.79,28.30,54.69,7932.92,8152.38,55.20,1
58.43,45.04,30.10,28.33,51.77,7586.18,7669.49,51.32,1
59.82,45.75,30.40,29.42,52.88,7699.28,7958.26,53.49,0
60.08,44.51,32.92,27.16,51.58,7557.91,7721.83,51.47,1
59.34,47.48,29.77,29.57,55.69,8050.22,8286.58,56.30,1
63.29,47.35,32.62,30.67,58.91,8478.63,8669.11,58.96,1
61.21,46.60,31.47,29.74,56.23,8147.80,8287.51,56.03,1
58.88,43.04,32.70,26.18,48.13,7137.92,7296.19,48.21,0
61.05,45.48,32.91,28.14,53.06,7745.47,8026.80,53.85,1
58.83,44.51,30.43,28.40,50.67,7432.70,7595.50,50.66,1
60.44,46.81,30.50,29.95,55.68,8031.02,8253.62,55.86,1
63.02,48.35,33.73,29.29,60.89,8722.64,8869.59,60.73,0
63.21,46.85,32.99,30.22,57.79,8355.85,8549.59,57.94,1
62.01,46.40,34.29,27.72,56.15,8143.25,8328.52,56.21,0
62.82,44.73,31.92,30.89,53.27,7811.70,8035.79,53.65,1
59.52,47.38,31.41,28.11,56.08,8083.76,8286.50,56.26,0
63.50,48.06,32.66,30.85,60.53,8684.76,8854.31,60.54,1
60.34,45.76,33.68,26.66,54.98,7983.50,8019.43,53.87,0
60.02,46.85,32.44,27.58,55.93,8080.76,8222.79,55.64,0
58.35,43.62,31.73,26.62,48.84,7226.26,7364.81,48.85,1
63.41,47.06,32.97,30.43,59.08,8511.28,8616.83,58.49,1
59.40,45.31,29.70,29.70,52.50,7679.03,7822.47,52.43,1
60.70,45.54,31.41,29.29,53.18,7778.31,8003.25,53.73,1
60.99,47.40,32.74,28.24,57.28,8267.04,8442.78,57.36,1
63.39,46.54,32.45,30.93,57.43,8324.15,8497.38,57.46,1
60.05,44.73,30.15,29.89,52.31,7631.65,7761.55,51.84,1
59.94,45.08,30.99,28.95,52.60,7696.44,7827.35,52.39,1
58.38,45.06,30.97,27.41,51.82,7583.95,7669.77,51.31,1
59.71,46.57,30.80,28.91,54.88,7985.19,8125.96,54.90,1
56.82,45.68,29.92,26.90,51.04,7470.60,7645.83,51.32,1
58.79,44.40,32.04,26.75,50.54,7432.35,7571.35,50.45,1
61.19,44.58,30.72,30.47,52.19,7668.02,7842.49,52.32,1
56.19,43.85,29.47,26.72,47.95,7075.06,7203.33,47.88,1
62.64,46.48,33.34,29.29,56.92,8266.63,8407.12,56.81,1
60.61,45.73,30.57,30.04,54.46,7936.45,8034.55,54.00,0
58.35,45.78,30.42,27.93,52.48,7650.77,7817.81,52.53,0
59.30,45.30,30.20,29.10,52.54,7683.27,7810.14,52.34,1
60.87,43.52,31.95,28.92,50.35,7432.95,7584.32,50.25,1
58.34,46.98,29.54,28.80,54.32,7884.72,8074.90,54.66,0
56.99,44.13,30.74,26.25,49.58,7291.42,7338.32,48.83,1
63.16,46.47,32.58,30.58,58.16,8423.07,8457.14,57.16,0
64.06,43.58,32.55,31.52,52.52,7765.23,7906.39,52.34,0
62.40,44.86,32.02,30.38,54.01,7911.38,8024.08,53.62,0
55.94,41.94,28.43,27.52,44.77,6685.68,6790.27,44.71,0
62.96,44.08,34.01,28.95,52.51,7733.06,7910.76,52.56,0
58.31,45.36,32.23,26.09,51.23,7515.48,7729.98,51.79,0
61.24,47.65,32.99,28.24,58.29,8378.75,8524.86,58.02,1
59.71,45.60,30.99,28.72,53.53,7808.96,7917.12,53.16,0
57.71,44.63,31.52,26.20,50.19,7370.81,7514.23,50.13,1
61.32,46.25,35.43,25.89,54.48,7908.27,8231.24,55.45,1
59.07,44.99,29.92,29.15,51.25,7499.42,7721.62,51.65,0
62.04,45.22,32.66,29.38,54.32,7902.95,8067.27,54.04,1
58.44,47.62,31.72,26.72,55.61,8031.46,8229.95,55.90,0
62.09,44.76,35.96,26.13,53.81,7868.18,7981.13,53.23,0
61.19,45.83,34.76,26.43,54.69,7957.43,8123.75,54.59,1
58.81,42.90,30.82,27.99,47.85,7111.34,7257.12,47.94,0
60.71,46.10,33.26,27.45,55.55,8059.73,8130.37,54.75,1
59.62,46.23,31.07,28.55,54.09,7877.04,8043.15,54.22,1
59.19,46.35,32.24,26.95,54.38,7889.08,8029.99,54.14,1
60.42,44.27,33.09,27.33,51.52,7589.79,7703.02,51.27,1
60.02,46.85,32.94,27.08,55.17,7983.09,8224.14,55.64,1
59.09,44.95,33.56,25.53,51.34,7532.09,7723.44,51.60,1
57.85,45.78,29.43,28.41,51.81,7560.72,7766.88,52.19,1
62.61,48.22,35.86,26.75,60.74,8685.12,8806.94,60.18,0
65.51,47.62,35.79,29.72,61.79,8872.99,8968.80,61.15,1
59.65,45.56,34.98,24.68,53.36,7789.08,7915.22,53.04,0
59.62,44.31,32.39,27.23,50.45,7421.79,7634.21,50.83,1
57.76,43.90,30.02,27.74,48.81,7202.87,7364.17,48.95,1
58.93,44.48,32.13,26.80,50.58,7447.44,7602.82,50.68,1
62.59,44.49,34.93,27.66,52.66,7732.88,7967.34,53.07,0
66.68,47.86,35.15,31.52,62.17,8936.34,9144.56,62.51,0
64.46,46.46,33.26,31.20,57.77,8378.26,8588.93,58.06,1
62.71,46.60,33.01,29.70,57.38,8305.84,8442.45,57.10,1
61.62,44.40,33.47,28.15,51.80,7646.10,7848.64,52.27,1
64.19,45.83,35.49,28.70,56.24,8199.74,8424.39,56.65,1
60.83,47.48,32.29,28.55,57.12,8243.81,8443.62,57.40,0
56.86,46.04,29.20,27.66,50.85,7417.41,7725.47,51.97,1
62.56,43.15,32.04,30.52,50.75,7527.66,7666.93,50.64,1
63.80,46.92,33.04,30.77,58.09,8404.15,8626.41,58.50,0
62.04,44.05,33.65,28.39,51.59,7608.09,7813.99,51.92,1
59.17,47.10,30.72,28.45,54.85,7949.96,8188.07,55.49,1
60.90,46.81,30.70,30.20,56.02,8120.90,8301.54,56.20,0
63.57,47.75,33.91,29.65,59.42,8541.90,8791.34,59.96,0
61.01,46.15,32.29,28.72,54.65,7963.43,8167.90,55.05,1
58.05,47.00,29.42,28.64,54.25,7839.18,8050.28,54.49,0
63.53,45.13,32.02,31.52,54.19,7960.51,8194.47,54.86,0
60.88,44.79,31.20,29.68,52.41,7681.00,7858.01,52.50,1
65.61,44.26,34.19,31.42,55.25,8114.79,8208.50,54.58,1
59.86,47.48,33.59,26.27,56.59,8173.85,8348.36,56.68,1
59.67,46.83,31.74,27.93,55.08,7987.50,8181.60,55.35,0
59.11,45.04,30.18,28.93,51.79,7573.87,7736.60,51.77,1
57.51,44.40,31.54,25.97,49.38,7277.92,7447.70,49.62,1
56.61,45.29,30.18,26.43,50.07,7339.21,7543.89,50.52,1
61.23,48.28,30.78,30.45,59.18,8476.61,8662.11,59.23,1
60.37,47.21,31.16,29.21,57.01,8237.93,8334.81,56.56,1
62.84,45.26,32.19,30.66,54.24,7915.97,8155.21,54.65,1
60.67,45.51,30.60,30.07,53.74,7849.88,7992.57,53.65,0
60.63,44.79,33.46,27.18,52.17,7661.34,7837.77,52.33,1
59.43,45.01,31.38,28.05,51.59,7576.12,7762.39,51.92,1
61.42,46.26,33.12,28.30,56.01,8112.03,8234.80,55.53,1
62.35,48.28,33.44,28.92,60.22,8600.78,8784.49,60.09,1
63.12,47.55,32.45,30.67,59.44,8533.56,8696.22,59.22,1
58.46,43.35,29.24,29.22,48.79,7209.21,7316.58,48.48,1
60.56,45.18,32.54,28.02,53.02,7765.85,7911.17,52.97,1
63.01,46.13,32.76,30.24,55.88,8139.57,8364.97,56.39,1
57.53,46.23,29.65,27.88,53.70,7759.52,7832.97,52.76,1
58.78,45.75,33.37,25.41,52.82,7720.63,7862.49,52.78,0
60.66,45.72,30.45,30.21,54.14,7892.74,8036.38,54.01,1
56.92,43.58,29.22,27.70,47.63,7041.52,7216.33,47.89,1
58.59,45.23,29.79,28.80,51.67,7567.08,7725.02,51.75,1
59.49,45.13,35.04,24.45,52.47,7682.15,7805.58,52.16,0
58.40,46.58,32.20,26.20,53.74,7800.68,8000.69,53.99,0
59.63,46.96,33.22,26.41,55.13,7984.29,8209.18,55.55,1
56.51,44.93,28.74,27.77,50.01,7332.28,7455.95,49.85,1
55.02,43.43,31.82,23.20,46.72,6870.16,7014.06,46.47,1
58.86,44.54,29.93,28.93,50.51,7408.62,7605.33,50.74,1
58.19,45.33,29.22,28.97,50.86,7461.20,7706.51,51.65,1
59.13,46.58,31.66,27.47,53.96,7846.85,8070.54,54.50,1
57.67,46.35,29.45,28.22,53.62,7776.28,7872.53,53.07,0
57.06,45.35,33.38,23.68,50.72,7418.25,7610.85,50.92,0
56.04,44.18,30.57,25.47,48.01,7080.36,7258.30,48.31,0
57.88,43.79,32.20,25.68,48.69,7185.12,7357.26,48.84,1
59.62,43.27,35.23,24.39,49.36,7297.76,7423.72,49.05,1
58.87,45.48,33.09,25.78,52.31,7647.45,7812.86,52.37,0
58.56,46.67,31.69,26.87,54.52,7913.72,8034.96,54.27,1
59.13,44.11,32.39,26.74,49.72,7344.39,7543.42,50.17,0
58.08,42.75,31.67,26.41,47.66,7056.50,7159.27,47.26,1
57.83,41.74,33.21,24.63,46.16,6863.23,6932.54,45.48,1
56.86,43.79,30.68,26.18,49.02,7212.42,7256.49,48.20,1
60.96,45.60,32.74,28.22,53.59,7830.41,8044.41,54.01,1
63.08,48.45,32.07,31.02,61.64,8798.21,8897.13,60.98,0
58.56,44.12,31.69,26.87,49.88,7362.34,7489.14,49.82,1
61.33,44.68,34.34,27.00,53.09,7784.00,7883.72,52.59,1
63.17,44.81,35.48,27.70,54.32,7963.93,8095.91,54.04,0
59.86,45.98,31.60,28.27,53.73,7829.65,8014.91,53.94,0
62.30,45.22,32.65,29.65,54.37,7925.74,8093.21,54.21,1
57.56,47.00,31.42,26.14,53.91,7801.14,8004.25,54.13,1
58.19,45.85,32.24,25.95,52.37,7641.99,7823.13,52.56,1
60.69,44.33,34.51,26.18,51.84,7628.10,7747.73,51.55,1
60.71,44.58,31.99,28.72,51.97,7648.20,7796.56,52.01,1
57.40,41.67,31.52,25.87,45.11,6729.63,6874.62,45.13,1
58.10,47.80,32.19,25.91,56.06,8064.01,8233.60,55.96,1
61.33,46.70,32.07,29.27,56.60,8199.50,8321.93,56.30,1
59.53,46.17,31.52,28.02,53.74,7829.59,8024.00,54.06,1
62.58,44.99,34.44,28.14,54.03,7906.58,8074.61,53.98,0
60.95,44.76,32.90,28.05,52.92,7773.28,7861.14,52.49,1
56.46,44.88,30.52,25.95,49.40,7255.86,7443.38,49.73,1
58.43,47.32,32.16,26.27,55.37,8008.09,8162.89,55.33,1
62.36,46.73,36.11,26.25,56.93,8258.19,8444.64,57.08,1
61.03,46.67,34.06,26.97,56.42,8176.33,8290.80,56.04,1
60.71,47.62,33.51,27.20,57.30,8261.25,8467.55,57.59,0
60.90,45.56,33.99,26.91,53.39,7803.10,8033.18,53.90,1
56.84,43.21,30.57,26.27,48.08,7116.67,7134.63,47.25,1
58.96,48.34,30.13,28.83,56.68,8168.84,8438.53,57.62,1
60.28,45.68,32.81,27.47,53.77,7847.65,7993.20,53.68,1
57.34,44.73,30.57,26.77,49.78,7316.84,7498.58,50.07,1
60.78,44.15,34.31,26.47,51.73,7620.84,7717.04,51.30,1
61.90,45.31,34.49,27.41,54.70,7986.07,8078.56,54.12,1
59.74,46.13,33.29,26.45,54.56,7928.92,8038.26,54.11,1
62.45,46.54,36.39,26.06,56.68,8230.93,8412.20,56.78,1
64.41,47.01,33.87,30.54,59.24,8553.78,8708.79,59.10,1
62.45,45.48,32.62,29.82,54.85,8018.22,8165.09,54.79,0
60.65,45.31,31.20,29.45,53.28,7785.74,7947.61,53.27,1
57.19,43.08,30.24,26.95,47.08,6979.31,7140.35,47.25,1
58.31,45.20,32.04,26.27,50.98,7481.79,7695.90,51.51,0
59.31,44.33,31.91,27.40,50.64,7464.45,7606.61,50.66,1
60.56,49.22,31.79,28.77,59.95,8562.95,8805.39,60.54,1
61.87,45.78,34.46,27.41,54.94,7987.12,8177.16,54.95,0
61.01,44.63,33.04,27.97,52.72,7749.49,7837.28,52.28,0
63.89,44.37,35.78,28.11,53.25,7860.23,8067.87,53.67,1
58.92,45.56,30.72,28.20,52.19,7634.95,7829.09,52.55,1
59.52,46.93,31.04,28.48,55.69,8062.00,8186.73,55.43,1
61.06,46.58,34.62,26.45,56.33,8170.99,8275.73,55.89,1
57.46,44.63,32.27,25.20,50.22,7367.61,7492.68,49.97,1
59.81,44.61,32.94,26.87,50.86,7500.69,7717.63,51.48,1
58.54,43.98,34.68,23.86,49.58,7289.09,7469.66,49.57,1
57.90,45.79,29.60,28.30,52.33,7643.91,7775.71,52.25,1
62.59,48.36,35.65,26.94,60.84,8712.92,8834.12,60.42,0
62.96,48.87,31.99,30.97,61.74,8791.48,8982.55,61.75,1
62.06,47.70,33.81,28.24,57.87,8346.31,8622.89,58.73,0
60.09,44.40,33.51,26.59,51.84,7624.62,7701.56,51.29,1
57.03,42.71,32.16,24.87,46.59,6877.46,7054.45,46.56,1
60.26,46.38,32.04,28.22,54.73,7958.66,8141.57,54.94,1
59.69,46.10,33.76,25.93,54.07,7874.08,8030.82,54.04,1
62.27,45.96,35.07,27.21,55.07,8022.02,8260.59,55.57,0
59.34,45.93,32.44,26.90,53.91,7855.26,7953.84,53.49,1
62.40,45.04,34.99,27.41,53.74,7872.71,8070.17,53.96,0
61.15,44.85,34.37,26.78,53.25,7784.12,7903.64,52.78,1
58.17,44.83,32.24,25.93,50.44,7405.83,7603.68,50.78,1
63.07,48.16,34.46,28.61,60.73,8693.49,8834.12,60.40,1
65.95,47.08,36.77,29.18,61.39,8836.78,8891.59,60.37,1
66.16,45.98,36.89,29.27,59.17,8598.88,8659.37,58.30,1
60.66,46.21,33.47,27.19,54.87,7983.41,8150.07,54.92,1
61.84,45.51,34.44,27.40,55.91,8142.02,8115.40,54.44,0
61.62,46.67,34.46,27.15,56.42,8186.10,8350.66,56.45,0
59.56,46.25,31.16,28.40,54.33,7877.67,8041.18,54.21,1
60.10,47.03,33.44,26.66,55.95,8076.94,8272.76,56.02,1
58.82,45.76,31.42,27.40,53.22,7737.10,7862.76,52.83,1
64.55,45.40,33.51,31.04,55.99,8193.00,8359.45,56.07,1
59.42,45.08,30.22,29.20,52.37,7663.30,7775.24,52.04,0
63.53,46.15,35.29,28.24,56.40,8217.37,8428.81,56.80,1
61.83,47.42,32.41,29.42,57.79,8348.22,8533.34,58.02,1
56.41,46.96,28.99,27.42,53.08,7695.86,7874.15,53.23,1
60.67,46.83,32.22,28.45,55.87,8096.88,8283.96,56.07,1
58.33,44.01,29.93,28.40,49.74,7314.01,7440.89,49.49,0
62.93,44.94,32.23,30.70,54.36,7953.52,8092.52,54.11,1
60.06,46.00,31.66,28.40,54.07,7852.36,8037.77,54.10,0
59.35,46.28,29.93,29.42,54.43,7889.91,8025.69,54.12,1
60.86,48.15,31.03,29.83,58.55,8423.81,8595.14,58.70,0
60.19,44.33,30.72,29.47,52.42,7684.55,7690.56,51.23,1
55.23,43.09,27.90,27.33,45.95,6813.54,6954.91,46.07,1
56.08,43.51,28.41,27.66,47.23,6971.08,7120.16,47.25,1
57.19,44.60,28.74,28.45,50.17,7366.10,7454.69,49.75,0
59.13,48.31,32.22,26.91,56.69,8160.99,8454.00,57.70,0
59.12,45.98,31.57,27.55,53.62,7813.97,7940.14,53.42,0
59.84,46.14,32.69,27.15,54.20,7899.28,8049.93,54.21,1
60.12,45.54,30.18,29.93,53.90,7849.87,7943.83,53.33,0
60.14,44.23,30.82,29.32,51.19,7514.78,7665.36,51.03,0
64.55,49.48,33.91,30.63,63.69,9004.76,9295.53,64.25,1
59.71,46.07,30.35,29.36,54.00,7868.20,8017.49,54.00,1
60.56,48.72,31.02,29.54,60.18,8595.65,8692.01,59.58,0
60.35,46.78,32.17,28.18,55.50,8028.92,8239.46,55.74,0
61.06,47.37,33.34,27.73,56.86,8225.96,8445.18,57.36,0
62.46,43.58,33.76,28.70,50.90,7548.28,7753.10,51.34,1
60.27,46.11,30.42,29.85,54.01,7856.12,8081.74,54.45,0
57.69,45.35,29.49,28.20,51.49,7530.79,7661.82,51.35,1
63.06,45.90,32.79,30.27,55.85,8144.64,8319.43,56.00,1
63.20,46.82,32.03,31.17,57.86,8373.35,8539.18,57.86,1
66.59,47.88,36.98,29.60,63.31,9056.47,9144.41,62.49,1
61.30,45.36,31.38,29.92,53.67,7842.07,8022.68,53.80,1
63.57,48.75,32.91,30.66,62.41,8885.33,9019.59,61.97,1
65.26,47.85,32.75,32.51,62.49,8939.91,8991.67,61.44,0
56.62,46.29,28.33,28.30,52.23,7613.61,7753.29,52.23,1
60.83,46.39,30.70,30.13,55.28,8041.63,8201.28,55.37,1
61.94,43.06,33.74,28.20,50.16,7455.18,7590.94,50.10,0
59.81,46.70,30.04,29.77,54.61,7897.68,8164.86,55.21,1
58.96,46.63,29.74,29.22,54.59,7916.27,8062.15,54.47,1
58.50,47.97,30.62,27.88,56.30,8108.49,8309.04,56.58,0
57.15,47.07,29.36,27.80,53.88,7821.22,7973.39,53.96,1
57.08,45.65,30.40,26.67,51.69,7546.91,7665.38,51.45,0
58.96,45.01,31.03,27.93,51.89,7574.02,7716.52,51.62,1
60.81,42.72,31.41,29.40,49.08,7280.30,7408.61,48.84,0
59.91,47.61,30.08,29.83,56.83,8196.58,8375.95,56.97,0
59.18,46.52,31.66,27.52,54.07,7869.88,8064.04,54.44,0
59.62,46.82,32.83,26.79,55.02,7986.52,8176.67,55.29,1
58.56,44.90,31.16,27.40,50.73,7461.90,7653.23,51.15,1
58.92,42.31,30.47,28.45,47.74,7100.39,7143.34,47.03,1
62.34,46.33,31.32,31.03,55.95,8146.93,8343.05,56.33,1
62.27,45.19,33.96,28.31,54.20,7937.60,8085.56,54.13,1
60.24,45.97,32.59,27.65,54.44,7919.91,8052.72,54.19,0
63.42,48.08,31.97,31.45,60.62,8669.07,8850.01,60.52,0
60.09,45.15,31.66,28.43,52.94,7756.75,7857.01,52.60,1
66.93,46.56,37.00,29.93,60.09,8703.90,8872.24,60.01,0
62.67,45.79,31.95,30.72,55.94,8145.97,8256.51,55.53,1
59.90,45.56,30.20,29.70,53.33,7765.07,7926.40,53.21,1
56.51,46.17,31.29,25.22,52.23,7602.62,7723.24,51.95,1
58.44,45.35,31.22,27.22,52.08,7616.25,7738.15,51.86,1
57.92,44.58,29.22,28.70,49.89,7326.27,7521.19,50.19,1
63.41,43.79,33.22,30.18,53.06,7803.09,7888.64,52.31,0
60.90,44.81,30.72,30.18,52.72,7727.68,7863.83,52.54,1
60.17,45.26,31.35,28.83,52.62,7711.44,7889.49,52.86,1
60.90,48.19,30.62,30.28,58.35,8363.87,8609.28,58.82,1
61.84,47.76,31.69,30.15,58.78,8424.88,8611.27,58.70,1
59.71,44.85,29.99,29.72,52.15,7644.35,7755.13,51.83,1
57.46,44.13,29.22,28.24,48.68,7181.57,7381.77,49.13,0
58.49,43.35,29.49,28.99,48.77,7219.47,7318.78,48.49,1
59.37,45.48,30.54,28.83,52.36,7661.51,7856.07,52.71,1
59.46,47.87,30.49,28.97,56.82,8182.02,8387.56,57.13,1
61.65,47.95,31.94,29.71,58.54,8426.49,8634.00,58.92,0
59.59,44.90,31.41,28.18,51.44,7558.88,7754.40,51.83,1
62.12,46.03,31.94,30.18,55.09,8021.10,8252.20,55.59,1
57.19,43.35,29.97,27.22,47.95,7092.50,7196.06,47.69,1
58.79,45.92,31.52,27.27,52.50,7676.55,7895.40,53.10,1
62.57,47.92,31.41,31.16,59.38,8540.76,8722.08,59.54,1
60.76,47.15,30.49,30.27,57.41,8280.41,8361.07,56.73,0
60.69,44.38,30.80,29.89,51.20,7518.74,7749.38,51.63,1
62.14,44.85,32.31,29.83,53.94,7892.27,7995.62,53.43,1
59.96,45.60,31.22,28.74,53.41,7802.55,7942.47,53.33,1
59.06,45.70,29.54,29.52,53.35,7779.41,7872.63,52.89,0
58.50,47.95,29.45,29.05,56.36,8096.83,8302.27,56.53,1
62.43,44.64,33.37,29.06,52.79,7784.57,7980.78,53.24,1
61.44,44.75,32.09,29.35,52.61,7734.89,7905.05,52.79,1
62.15,45.66,32.69,29.46,55.30,8046.41,8174.58,54.92,1
68.90,47.57,35.07,33.83,63.54,9144.64,9311.24,63.56,1
64.05,47.17,32.27,31.79,59.38,8562.51,8708.58,59.17,1
57.65,45.83,30.47,27.18,52.17,7611.65,7760.49,52.15,0
60.32,48.41,31.51,28.81,58.60,8418.53,8597.17,58.79,1
56.26,43.20,29.89,26.37,47.02,6919.13,7077.53,46.88,1
63.01,47.15,31.74,31.27,58.83,8479.23,8594.06,58.36,0
61.15,45.35,32.84,28.31,53.09,7760.29,8006.77,53.67,1
59.04,44.68,30.52,28.52,51.39,7546.64,7651.29,51.08,1
62.67,47.70,31.98,30.69,57.83,8319.01,8684.28,59.20,0
60.41,47.99,30.99,29.42,57.99,8329.48,8511.86,58.05,1
57.22,44.62,30.38,26.84,49.60,7292.57,7463.11,49.80,0
57.01,44.13,30.29,26.72,48.60,7163.71,7339.70,48.85,1
60.24,44.60,32.24,27.99,51.84,7615.08,7755.30,51.74,1
60.81,45.68,30.79,30.02,54.07,7885.29,8042.23,54.04,0
65.66,49.32,34.22,31.44,65.39,9243.37,9376.61,64.79,1
59.67,48.60,30.47,29.20,58.84,8421.16,8570.97,58.66,1
59.51,45.90,30.27,29.24,53.87,7849.94,7960.33,53.55,1
58.88,46.06,30.45,28.43,53.74,7817.75,7932.55,53.41,1
60.65,45.81,31.97,28.68,53.64,7825.45,8057.59,54.18,1
64.16,47.31,33.22,30.93,59.49,8574.95,8751.78,59.53,0
63.33,47.50,31.92,31.41,59.28,8511.06,8707.07,59.29,0
59.11,47.55,31.45,27.66,56.26,8099.84,8280.59,56.26,1
59.18,44.76,30.07,29.11,50.86,7477.25,7683.32,51.33,1
61.37,45.02,30.95,30.42,53.83,7863.84,7956.47,53.24,1
61.23,44.97,34.29,26.94,52.86,7746.51,7938.17,53.05,0
61.69,45.33,32.97,28.72,54.00,7897.85,8057.88,54.01,1
62.88,50.67,31.81,31.07,65.65,9250.72,9388.43,65.36,1
60.95,46.54,30.57,30.38,55.59,8078.47,8246.04,55.73,1
62.17,47.58,32.22,29.95,58.63,8420.34,8605.56,58.59,0
61.39,43.96,30.85,30.54,51.89,7648.99,7727.12,51.34,1
64.57,45.80,32.55,32.02,56.98,8307.70,8450.00,56.85,1
58.09,44.98,29.54,28.55,51.32,7516.76,7622.77,50.99,1
60.13,45.79,30.20,29.93,54.13,7883.89,7999.93,53.79,1
60.46,47.87,33.26,27.20,57.89,8327.15,8496.78,57.88,0
58.29,42.15,29.29,28.99,46.49,6913.92,7051.89,46.41,0
61.35,45.78,31.17,30.18,54.00,7881.36,8119.13,54.60,1
58.90,44.79,31.20,27.70,51.27,7519.75,7663.55,51.19,1
63.29,46.07,33.65,29.64,56.21,8164.61,8382.73,56.49,1
62.92,46.83,32.22,30.70,58.08,8392.42,8514.29,57.69,1
56.76,46.42,29.27,27.49,52.89,7686.92,7796.33,52.56,1
58.18,46.04,31.60,26.59,52.95,7724.54,7860.25,52.88,1
57.51,45.43,29.52,27.99,51.30,7502.54,7659.42,51.36,1
59.88,43.16,30.21,29.67,49.58,7325.11,7411.48,49.02,1
57.26,43.90,28.99,28.27,48.77,7200.30,7315.50,48.64,1
59.04,46.09,31.03,28.02,53.45,7802.25,7954.88,53.56,1
60.62,47.30,30.93,29.68,56.99,8216.68,8379.08,56.90,1
58.74,46.65,30.27,28.47,54.40,7899.31,8044.64,54.35,1
58.60,46.03,30.43,28.16,52.90,7699.92,7896.37,53.14,1
60.63,44.13,32.45,28.18,51.26,7547.25,7692.97,51.17,1
59.19,45.92,30.68,28.51,53.28,7775.14,7933.23,53.37,1
61.44,45.97,31.73,29.71,55.20,8033.94,8170.16,55.01,1
59.67,46.75,30.45,29.21,54.94,7964.02,8160.95,55.20,1
60.41,45.47,30.45,29.96,53.99,7875.89,7957.56,53.40,0
62.12,44.65,32.04,30.08,53.23,7812.61,7948.81,53.04,1
58.83,44.76,30.43,28.40,50.78,7443.69,7648.66,51.09,0
60.84,45.01,31.69,29.15,53.11,7763.13,7900.77,52.85,1
57.88,45.56,30.72,27.16,51.29,7507.51,7726.49,51.84,1
61.08,46.35,32.16,28.93,55.73,8102.34,8220.29,55.48,0
59.91,44.44,30.24,29.67,51.51,7570.53,7686.58,51.24,1
62.02,44.15,31.61,30.42,52.05,7676.50,7832.00,52.09,1
62.51,45.38,31.52,30.99,54.78,8003.31,8147.23,54.64,1
60.55,45.98,31.40,29.15,54.48,7903.41,8083.72,54.42,1
59.85,47.10,30.42,29.43,56.28,8145.20,8257.53,55.98,1
63.08,48.00,33.16,29.92,60.17,8611.42,8796.19,60.09,0
63.06,48.03,32.57,30.50,60.25,8660.26,8799.43,60.13,1
64.16,45.04,32.20,31.95,55.90,8163.63,8238.49,55.12,0
61.37,43.02,30.93,30.43,50.21,7434.71,7524.52,49.69,1
60.74,46.12,31.55,29.19,55.05,7977.60,8132.88,54.80,0
59.76,47.67,32.54,27.22,57.04,8220.96,8377.40,56.97,1
60.38,48.31,31.45,28.93,58.92,8434.93,8582.27,58.65,1
57.65,44.81,30.45,27.20,49.34,7257.02,7544.42,50.40,0
60.26,45.40,30.27,29.99,52.90,7736.41,7927.26,53.17,1
60.09,44.90,30.95,29.14,51.79,7613.46,7802.49,52.16,0
59.53,47.45,31.77,27.77,55.94,8084.67,8303.08,56.39,0
61.19,47.85,31.24,29.95,58.32,8388.15,8563.43,58.38,0
59.43,46.82,32.15,27.28,55.03,7981.87,8155.19,55.16,0
57.31,43.96,29.02,28.30,48.94,7217.40,7331.91,48.76,1
59.88,44.54,30.45,29.43,51.26,7530.71,7705.31,51.40,1
62.86,46.47,33.13,29.73,56.81,8241.63,8427.02,56.94,1
60.44,45.33,30.47,29.97,53.19,7771.38,7930.59,53.17,1
61.24,46.67,33.96,27.27,56.09,8140.70,8309.76,56.17,1
61.74,48.12,31.49,30.24,58.73,8440.76,8681.42,59.32,1
59.69,45.60,30.72,28.97,53.22,7765.10,7914.70,53.15,1
61.01,45.90,30.52,30.49,54.52,7952.13,8111.39,54.59,1
58.25,44.33,29.14,29.11,49.84,7329.40,7500.32,49.98,1
58.78,45.36,29.89,28.89,52.59,7692.86,7770.88,52.10,1
62.09,45.21,31.60,30.48,54.51,7953.55,8069.45,54.06,1
58.40,43.74,31.32,27.08,49.14,7253.18,7392.88,49.08,0
